title,studio,domestic_gross_x,foreign_gross,year,id_x,release_date,movie,production_budget,domestic_gross_y,worldwide_gross,Unnamed: 0,genre_ids,id_y,original_language,original_title,popularity,vote_average,vote_count
Battle of the Sexes,FoxS,12600000,1200000,2017,76,9/22/2017,Battle of the Sexes,"$25,000,000 ","$12,638,526 ","$18,445,379 ",24077,"[35, 18, 36]",369192,en,Battle of the Sexes,11.988,6.9,1045
Before I Fall,ORF,12200000,1200000,2017,12,3/3/2017,Before I Fall,"$5,000,000 ","$12,241,072 ","$18,945,682 ",20718,"[18, 9648, 53, 14]",397837,en,Before I Fall,14.584,7,2135
Rock Dog,LG/S,9400000,1200000,2017,47,2/24/2017,Rock Dog,"$60,000,000 ","$9,420,546 ","$24,148,488 ",20842,"[12, 16, 35, 10751, 10402]",333667,en,Rock Dog,10.362,5.7,123
Stronger,RAtt.,4200000,4200000,2017,90,9/22/2017,Stronger,"$30,000,000 ","$4,211,129 ","$8,786,752 ",21036,[18],395993,en,Stronger,7.836,7,782
Just Getting Started,BG,6100000,1600000,2017,44,12/8/2017,Just Getting Started,"$22,000,000 ","$6,069,605 ","$6,756,412 ",20975,"[28, 35]",398177,en,Just Getting Started,8.459,4.9,94
Just Getting Started,BG,6100000,1600000,2017,44,12/8/2017,Just Getting Started,"$22,000,000 ","$6,069,605 ","$6,756,412 ",24283,"[28, 35]",398177,en,Just Getting Started,8.459,4.9,94
All Saints,Affirm,5800000,140000,2017,12,8/25/2017,All Saints,"$2,000,000 ","$5,802,208 ","$5,941,994 ",21423,"[18, 35]",450806,en,All Saints,4.042,6.1,25
The Florida Project,A24,5900000,1200000,2017,11,10/6/2017,The Florida Project,"$2,000,000 ","$5,904,366 ","$11,295,324 ",20782,[18],394117,en,The Florida Project,11.597,7.4,1125
Table 19,FoxS,3600000,1400000,2017,45,3/3/2017,Table 19,"$5,000,000 ","$3,614,896 ","$4,620,399 ",21072,"[35, 18]",353569,en,Table 19,7.551,6,604
Collide,ORF,2300000,2500000,2017,13,2/24/2017,Collide,"$29,200,000 ","$2,280,004 ","$5,466,698 ",20936,"[53, 28]",195590,en,Collide,9.035,5.6,331
The Wall,RAtt.,1800000,2700000,2017,29,5/12/2017,The Wall,"$3,000,000 ","$1,803,064 ","$4,495,262 ",21004,"[53, 10752, 18]",405775,en,The Wall,8.142,6.1,407
Free Fire,A24,1800000,1200000,2017,83,4/21/2017,Free Fire,"$10,000,000 ","$1,799,322 ","$3,793,739 ",20768,"[28, 80, 9648]",334521,en,Free Fire,12.116,6.3,540
A Ghost Story,A24,1600000,1200000,2017,86,7/7/2017,A Ghost Story,"$100,000 ","$1,594,798 ","$2,769,782 ",20776,"[18, 14, 10749]",428449,en,A Ghost Story,11.886,7,906
Patti Cake$,FoxS,800000,682000,2017,56,8/18/2017,Patti Cake$,"$1,000,000 ","$800,148 ","$1,471,090 ",21155,[18],426256,en,Patti Cake$,6.934,7,122
Churchill,Cohen,1300000,1200000,2017,91,6/2/2017,Churchill,"$10,000,000 ","$1,279,681 ","$7,582,196 ",21053,"[18, 53, 10752]",399790,en,Churchill,7.692,6.1,150
Avengers: Infinity War,BV,678800000,"1,369.50",2018,7,4/27/2018,Avengers: Infinity War,"$300,000,000 ","$678,815,482 ","$2,048,134,200 ",23811,"[12, 28, 14]",299536,en,Avengers: Infinity War,80.773,8.3,13948
Black Panther,BV,700100000,646900000,2018,42,2/16/2018,Black Panther,"$200,000,000 ","$700,059,566 ","$1,348,258,224 ",23817,"[28, 12, 14, 878]",284054,en,Black Panther,44.14,7.4,12365
Jurassic World: Fallen Kingdom,Uni.,417700000,891800000,2018,13,6/22/2018,Jurassic World: Fallen Kingdom,"$170,000,000 ","$417,719,760 ","$1,305,772,799 ",23829,"[28, 12, 878]",351286,en,Jurassic World: Fallen Kingdom,34.958,6.5,5995
Incredibles 2,BV,608600000,634200000,2018,44,6/15/2018,Incredibles 2,"$200,000,000 ","$608,581,744 ","$1,242,520,711 ",23826,"[28, 12, 16, 10751]",260513,en,Incredibles 2,36.286,7.6,6354
Aquaman,WB,335100000,812700000,2018,36,12/21/2018,Aquaman,"$160,000,000 ","$335,061,807 ","$1,146,894,640 ",23824,"[28, 12, 14]",297802,en,Aquaman,38.102,6.8,6155
Bohemian Rhapsody,Fox,216400000,687200000,2018,84,11/2/2018,Bohemian Rhapsody,"$55,000,000 ","$216,303,339 ","$894,985,342 ",23825,"[18, 10402]",424694,en,Bohemian Rhapsody,37.197,8.1,7629
Fantastic Beasts: The Crimes of Grindelwald,WB,159600000,494100000,2018,60,11/16/2018,Fantastic Beasts: The Crimes of Grindelwald,"$200,000,000 ","$159,555,901 ","$652,220,086 ",23814,[12],338952,en,Fantastic Beasts: The Crimes of Grindelwald,48.508,6.9,4870
Ant-Man and the Wasp,BV,216600000,406000000,2018,41,7/6/2018,Ant-Man and the Wasp,"$130,000,000 ","$216,648,740 ","$623,144,660 ",23816,"[28, 12, 878, 35]",363088,en,Ant-Man and the Wasp,44.729,7,6290
Ready Player One,WB,137700000,445200000,2018,78,3/29/2018,Ready Player One,"$150,000,000 ","$137,690,172 ","$579,290,136 ",23840,"[12, 878]",333339,en,Ready Player One,30.029,7.6,7021
The Meg,WB,145400000,384800000,2018,94,8/10/2018,The Meg,"$178,000,000 ","$145,443,742 ","$529,530,715 ",23836,"[28, 878, 53, 27]",345940,en,The Meg,31.397,5.9,2896
Bumblebee,Par.,127200000,340800000,2018,62,12/21/2018,Bumblebee,"$102,000,000 ","$127,195,589 ","$465,195,589 ",23820,"[28, 12, 878]",424783,en,Bumblebee,43.078,6.5,2425
Solo: A Star Wars Story,BV,213800000,179200000,2018,12,5/25/2018,Solo: A Star Wars Story,"$275,000,000 ","$213,767,512 ","$393,151,347 ",23845,"[28, 12, 878]",348350,en,Solo: A Star Wars Story,29.502,6.6,3838
Fifty Shades Freed,Uni.,100400000,271500000,2018,97,2/9/2018,Fifty Shades Freed,"$55,000,000 ","$100,407,760 ","$371,350,619 ",23882,"[18, 10749]",337167,en,Fifty Shades Freed,22.512,6.1,3535
Peter Rabbit,Sony,115300000,236000000,2018,97,2/9/2018,Peter Rabbit,"$50,000,000 ","$115,234,093 ","$347,136,477 ",23961,"[16, 12, 10751]",381719,en,Peter Rabbit,15.974,6.5,650
Mary Poppins Returns,BV,172000000,177600000,2018,45,12/19/2018,Mary Poppins Returns,"$130,000,000 ","$171,958,438 ","$341,528,518 ",23839,"[14, 10751, 35]",400650,en,Mary Poppins Returns,30.419,6.6,1457
A Quiet Place,Par.,188000000,152900000,2018,66,4/6/2018,A Quiet Place,"$17,000,000 ","$188,024,361 ","$334,522,294 ",23847,"[18, 27, 53, 878]",447332,en,A Quiet Place,29.154,7.3,5848
Green Book,Uni.,85100000,234700000,2018,71,11/16/2018,Green Book,"$23,000,000 ","$85,080,171 ","$322,034,439 ",23827,"[18, 35]",490132,en,Green Book,36.284,8.3,3499
Skyscraper,Uni.,68400000,236400000,2018,78,7/13/2018,Skyscraper,"$125,000,000 ","$68,420,120 ","$304,115,534 ",23855,[28],447200,en,Skyscraper,26.229,6.1,2177
Maze Runner: The Death Cure,Fox,58000000,230200000,2018,40,1/26/2018,Maze Runner: The Death Cure,"$61,000,000 ","$58,032,443 ","$265,878,536 ",23875,"[28, 878]",336843,en,Maze Runner: The Death Cure,23.166,7,3894
Tomb Raider,WB,58300000,216400000,2018,70,3/16/2018,Tomb Raider,"$90,000,000 ","$58,250,803 ","$273,477,501 ",23866,"[28, 12, 14]",338970,en,Tomb Raider,24.968,6.3,4310
Crazy Rich Asians,WB,174500000,64000000,2018,38,8/15/2018,Crazy Rich Asians,"$30,000,000 ","$174,532,921 ","$238,099,711 ",23919,"[35, 18, 10749]",455207,en,Crazy Rich Asians,17.969,7.1,1496
Smallfoot,WB,83200000,130900000,2018,69,9/28/2018,Smallfoot,"$80,000,000 ","$83,240,103 ","$213,691,277 ",23854,"[16, 10751, 12, 14]",446894,en,Smallfoot,26.231,6.6,600
Creed II,MGM,115700000,98300000,2018,96,11/21/2018,Creed II,"$50,000,000 ","$115,715,889 ","$213,591,522 ",23850,[18],480530,en,Creed II,26.907,6.7,2236
The Equalizer 2,Sony,102100000,88300000,2018,21,7/20/2018,The Equalizer 2,"$77,000,000 ","$102,084,362 ","$190,453,132 ",23877,"[53, 28, 80]",345887,en,The Equalizer 2,22.961,6.4,2089
The Nutcracker and the Four Realms,BV,54900000,119100000,2018,35,11/2/2018,The Nutcracker and the Four Realms,"$132,900,000 ","$54,858,851 ","$170,293,899 ",23853,"[14, 12, 10751]",426543,en,The Nutcracker and the Four Realms,26.235,6,909
The Mule,WB,103800000,68700000,2018,100,12/14/2018,The Mule,"$50,000,000 ","$103,804,407 ","$170,857,676 ",23832,"[80, 18, 53]",504172,en,The Mule,33.83,6.5,1584
Insidious: The Last Key,Uni.,67700000,100100000,2018,45,1/5/2018,Insidious: The Last Key,"$10,000,000 ","$67,745,330 ","$167,885,588 ",23959,"[9648, 27, 53]",406563,en,Insidious: The Last Key,16.017,6.1,1306
Red Sparrow,Fox,46900000,104700000,2018,52,3/2/2018,Red Sparrow,"$69,000,000 ","$46,874,505 ","$145,951,861 ",23916,"[9648, 53]",401981,en,Red Sparrow,18.117,6.5,3406
The First Purge,Uni.,69500000,67500000,2018,49,7/4/2018,The First Purge,"$13,000,000 ","$69,488,745 ","$136,617,305 ",23849,"[28, 878, 53, 27]",442249,en,The First Purge,28.44,5.8,1846
A Wrinkle in Time,BV,100500000,32200000,2018,58,3/9/2018,A Wrinkle in Time,"$103,000,000 ","$100,478,608 ","$133,401,882 ",24051,"[12, 878, 10751, 14]",407451,en,A Wrinkle in Time,12.529,5,1073
Instant Family,Par.,67400000,53200000,2018,20,11/16/2018,Instant Family,"$48,000,000 ","$67,363,237 ","$119,736,188 ",23881,"[35, 18]",491418,en,Instant Family,22.634,7.6,782
The Commuter,LGF,36300000,83600000,2018,62,1/12/2018,The Commuter,"$40,000,000 ","$36,343,858 ","$101,985,431 ",23904,"[28, 53]",399035,en,The Commuter,20.063,6.2,2394
Game Night,WB (NL),69200000,48500000,2018,94,2/23/2018,Game Night,"$37,000,000 ","$69,179,066 ","$117,378,084 ",23908,"[9648, 35, 80]",445571,en,Game Night,19.459,6.9,2756
First Man,Uni.,44900000,60800000,2018,6,10/12/2018,First Man,"$60,000,000 ","$44,936,545 ","$105,203,825 ",23878,"[36, 18]",369972,en,First Man,22.958,7.1,2304
Alpha,Studio 8,35900000,62300000,2018,79,8/17/2018,Alpha,"$51,000,000 ","$35,851,379 ","$99,624,873 ",23867,"[12, 18]",399360,en,Alpha,24.536,5.9,1167
A Simple Favor,LGF,53500000,44100000,2018,24,9/14/2018,A Simple Favor,"$20,000,000 ","$53,548,586 ","$97,628,717 ",23892,"[53, 80, 9648, 35, 18]",484247,en,A Simple Favor,21.121,6.6,1756
The Favourite,FoxS,34400000,61600000,2018,39,11/23/2018,The Favourite,"$15,000,000 ","$34,366,783 ","$94,113,929 ",23848,"[18, 36, 35]",375262,en,The Favourite,28.651,7.7,2096
Truth or Dare,Uni.,41400000,53900000,2018,91,4/13/2018,Truth or Dare,"$3,500,000 ","$41,411,015 ","$95,127,344 ",23999,"[53, 27]",460019,en,Truth or Dare,14.354,6,2005
I Feel Pretty,STX,48800000,45700000,2018,99,4/20/2018,I Feel Pretty,"$32,000,000 ","$48,795,601 ","$91,553,797 ",23950,[35],460668,en,I Feel Pretty,16.298,6.4,1088
Blockers,Uni.,60300000,33700000,2018,60,4/6/2018,Blockers,"$21,000,000 ","$60,311,495 ","$94,045,328 ",23886,[35],437557,en,Blockers,21.841,6.1,969
Goosebumps 2: Haunted Halloween,Sony,46700000,46600000,2018,63,10/12/2018,Goosebumps 2: Haunted Halloween,"$35,000,000 ","$46,697,321 ","$93,291,478 ",23900,"[12, 35, 14, 10751, 27]",442062,en,Goosebumps 2: Haunted Halloween,20.238,5.6,428
Sherlock Gnomes,Par.,43200000,47100000,2018,54,3/23/2018,Sherlock Gnomes,"$59,000,000 ","$43,242,871 ","$87,527,651 ",24038,"[10749, 16, 35, 10751, 14, 9648, 12]",370567,en,Sherlock Gnomes,12.987,5.4,343
Mortal Engines,Uni.,16000000,67700000,2018,4,12/14/2018,Mortal Engines,"$100,000,000 ","$15,951,040 ","$85,287,417 ",23821,"[12, 14]",428078,en,Mortal Engines,40.095,6,1751
Den of Thieves,STX,44900000,35600000,2018,3,1/19/2018,Den of Thieves,"$30,000,000 ","$44,947,622 ","$80,131,391 ",23880,"[28, 53, 80]",449443,en,Den of Thieves,22.738,6.6,1244
Hereditary,A24,44100000,35300000,2018,56,6/8/2018,Hereditary,"$10,000,000 ","$44,069,456 ","$70,133,905 ",23856,"[27, 9648, 53]",493922,en,Hereditary,26.185,7,2491
Tag,WB (NL),54700000,23400000,2018,50,6/15/2018,Tag,"$28,000,000 ","$54,730,625 ","$77,026,186 ",23914,"[35, 18]",455980,en,Tag,18.5,6.8,1297
Vice,Annapurna,47800000,28200000,2018,100,12/25/2018,Vice,"$60,000,000 ","$47,836,282 ","$70,883,171 ",23902,"[18, 36, 35]",429197,en,Vice,20.125,7.1,1213
Widows,Fox,42400000,33600000,2018,50,11/16/2018,Widows,"$40,000,000 ","$42,402,632 ","$73,866,088 ",23895,"[80, 53]",401469,en,Widows,20.628,6.5,941
Sicario: Day of the Soldado,Sony,50100000,25800000,2018,59,6/29/2018,Sicario: Day of the Soldado,"$35,000,000 ","$50,065,850 ","$75,885,196 ",23843,"[28, 80, 18, 53]",400535,en,Sicario: Day of the Soldado,29.725,6.7,1317
Second Act,STX,39300000,33000000,2018,83,12/21/2018,Second Act,"$15,700,000 ","$39,282,227 ","$63,288,854 ",23948,"[10749, 35]",503616,en,Second Act,16.322,6.2,361
Book Club,Par.,68600000,1200000,2018,43,5/18/2018,Book Club,"$10,000,000 ","$68,566,296 ","$91,113,683 ",24092,"[35, 10749, 18]",502682,en,Book Club,11.514,6,301
12 Strong,WB,45800000,21600000,2018,64,1/19/2018,12 Strong,"$35,000,000 ","$45,819,713 ","$71,118,378 ",24032,"[10752, 18, 36, 28]",429351,en,12 Strong,13.183,5.6,1312
"Love, Simon",Fox,40800000,25500000,2018,57,3/16/2018,"Love, Simon","$10,000,000 ","$40,826,341 ","$65,520,633 ",23970,"[35, 18, 10749]",449176,en,"Love, Simon",15.608,8.2,3165
Mile 22,STX,36100000,30200000,2018,78,8/17/2018,Mile 22,"$35,000,000 ","$36,108,758 ","$66,295,121 ",23891,[28],347375,en,Mile 22,21.246,6,920
Life of the Party,WB (NL),53100000,12800000,2018,88,5/11/2018,Life of the Party,"$30,000,000 ","$53,059,911 ","$65,759,911 ",24014,[35],399796,en,Life of the Party,13.696,6.2,435
Adrift,STX,31400000,28500000,2018,89,6/1/2018,Adrift,"$35,000,000 ","$31,445,011 ","$57,897,191 ",23941,"[53, 10749, 12]",429300,en,Adrift,16.786,6.7,1264
The 15:17 to Paris,WB,36300000,20800000,2018,23,2/9/2018,The 15:17 to Paris,"$30,000,000 ","$36,276,286 ","$56,096,200 ",24089,"[18, 36, 53]",453201,en,The 15:17 to Paris,11.576,5.3,799
Early Man,LGF,8300000,46400000,2018,98,2/16/2018,Early Man,"$50,000,000 ","$8,267,544 ","$45,285,890 ",23943,"[10751, 35, 16, 12]",387592,en,Early Man,16.675,5.9,338
Peppermint,STX,35400000,18400000,2018,21,9/7/2018,Peppermint,"$25,000,000 ","$35,418,723 ","$51,800,758 ",23834,"[53, 28, 18]",458594,en,Peppermint,32.476,6.5,716
Slender Man,SGem,30600000,21200000,2018,80,8/10/2018,Slender Man,"$10,000,000 ","$30,564,825 ","$51,723,644 ",23932,"[9648, 53, 27]",439015,en,Slender Man,16.999,4,712
Uncle Drew,LG/S,42500000,4200000,2018,85,6/29/2018,Uncle Drew,"$18,000,000 ","$42,469,946 ","$46,527,161 ",24120,[35],474335,en,Uncle Drew,10.836,6.5,220
Mary Queen of Scots,Focus,16500000,29900000,2018,60,12/7/2018,Mary Queen of Scots,"$25,000,000 ","$16,468,499 ","$46,734,733 ",23956,"[18, 36]",457136,en,Mary Queen of Scots,16.115,6.6,592
The Possession of Hannah Grace,SGem,14800000,28200000,2018,37,11/30/2018,The Possession of Hannah Grace,"$6,000,000 ","$14,836,174 ","$42,785,387 ",23898,"[27, 18]",434555,en,The Possession of Hannah Grace,20.263,5.1,393
The Darkest Minds,Fox,12700000,28400000,2018,64,8/3/2018,The Darkest Minds,"$34,000,000 ","$12,695,691 ","$38,361,428 ",23870,"[878, 53]",445651,en,The Darkest Minds,23.967,6.8,1158
On the Basis of Sex,Focus,24600000,13600000,2018,81,12/25/2018,On the Basis of Sex,"$20,000,000 ","$24,622,687 ","$38,073,377 ",23833,"[18, 36]",339380,en,On the Basis of Sex,32.624,7.4,225
White Boy Rick,Studio 8,24000000,1900000,2018,42,9/14/2018,White Boy Rick,"$30,000,000 ","$24,004,833 ","$25,947,983 ",24009,"[80, 18]",438808,en,White Boy Rick,13.794,6.3,277
Winchester,LGF,25100000,1200000,2018,95,2/2/2018,Winchester,"$3,500,000 ","$25,091,816 ","$44,378,040 ",24055,"[14, 9648, 53, 27]",416234,en,Winchester,12.44,5.7,884
Proud Mary,SGem,20900000,876000,2018,50,1/12/2018,Proud Mary,"$30,000,000 ","$20,868,638 ","$21,709,539 ",24212,"[53, 28, 80]",442064,en,Proud Mary,9.371,5.5,259
If Beale Street Could Talk,Annapurna,14900000,5700000,2018,96,12/14/2018,If Beale Street Could Talk,"$12,000,000 ","$14,915,773 ","$19,859,167 ",24020,"[18, 10749, 80]",465914,en,If Beale Street Could Talk,13.579,7.2,388
Hell Fest,LGF,11100000,7100000,2018,20,9/28/2018,Hell Fest,"$5,500,000 ","$11,107,431 ","$18,119,231 ",24039,[27],429476,en,Hell Fest,12.955,5.5,273
Unfriended: Dark Web,BH Tilt,8900000,6300000,2018,29,7/20/2018,Unfriended: Dark Web,"$1,000,000 ","$8,866,745 ","$16,434,588 ",23920,[27],505058,en,Unfriended: Dark Web,17.861,6.1,365
Upgrade,BH Tilt,12000000,2400000,2018,89,6/1/2018,Upgrade,"$3,000,000 ","$11,977,130 ","$16,553,285 ",23889,"[28, 53, 878]",500664,en,Upgrade,21.413,7.4,1326
Unsane,BST,7700000,6600000,2018,70,3/23/2018,Unsane,"$1,500,000 ","$7,690,044 ","$14,244,931 ",23949,"[27, 53]",467660,en,Unsane,16.316,6.2,667
The Sisters Brothers,Annapurna,3100000,10000000,2018,82,9/21/2018,The Sisters Brothers,"$38,000,000 ","$3,143,056 ","$13,143,056 ",24012,"[35, 18, 37]",440161,en,The Sisters Brothers,13.738,7,590
Welcome to Marwen,Uni.,10800000,2100000,2018,18,12/21/2018,Welcome to Marwen,"$45,000,000 ","$10,763,520 ","$12,874,922 ",23883,"[18, 35, 14]",351044,en,Welcome to Marwen,22.032,6.6,286
Hotel Artemis,Global Road,6700000,6000000,2018,15,6/8/2018,Hotel Artemis,"$15,000,000 ","$6,708,137 ","$12,758,799 ",23994,"[53, 878, 28]",406761,en,Hotel Artemis,14.585,5.9,471
Kin,LGF,5700000,4300000,2018,88,8/31/2018,Kin,"$30,000,000 ","$5,718,096 ","$10,096,821 ",23871,"[878, 28]",425505,en,Kin,23.805,6.2,289
Can You Ever Forgive Me?,FoxS,8800000,1200000,2018,40,10/19/2018,Can You Ever Forgive Me?,"$10,000,000 ","$8,803,865 ","$11,752,387 ",23925,"[18, 80]",401847,en,Can You Ever Forgive Me?,17.604,6.9,450
Suspiria,Amazon,2500000,5400000,2018,81,10/26/2018,Suspiria,"$20,000,000 ","$2,483,472 ","$7,034,615 ",23936,"[27, 14]",361292,en,Suspiria,16.925,7,752
The Hurricane Heist,ENTMP,6100000,1200000,2018,22,3/9/2018,The Hurricane Heist,"$40,000,000 ","$6,115,824 ","$30,963,684 ",24023,"[28, 80, 53]",430040,en,The Hurricane Heist,13.335,5.4,476
Destroyer,Annapurna,1500000,4000000,2018,5,12/25/2018,Destroyer,"$9,000,000 ","$1,533,324 ","$3,681,096 ",23921,"[53, 80, 18, 28]",471507,en,Destroyer,17.815,5.9,176
Gotti,VE,4300000,1200000,2018,64,6/15/2018,Gotti,"$10,000,000 ","$4,286,367 ","$6,089,100 ",24168,"[80, 18, 36, 53]",339103,en,Gotti,10.034,5.2,231
Bilal: A New Breed of Hero,VE,491000,1700000,2018,100,2/2/2018,Bilal: A New Breed of Hero,"$30,000,000 ","$490,973 ","$648,599 ",25148,"[28, 12, 16]",332718,en,Bilal: A New Breed of Hero,2.707,6.8,54
Lean on Pete,A24,1200000,1200000,2018,13,4/6/2018,Lean on Pete,"$8,000,000 ","$1,163,056 ","$2,455,027 ",20908,"[18, 12]",407890,en,Lean on Pete,9.307,6.9,133
Lean on Pete,A24,1200000,1200000,2018,13,4/6/2018,Lean on Pete,"$8,000,000 ","$1,163,056 ","$2,455,027 ",24217,"[18, 12]",407890,en,Lean on Pete,9.307,6.9,133
